PLAYER,TEAM,GM,MIN,5i,PTS,3PM,3PA,3P%,2PM,2PA,2P%,FTM,FTA,FT%,DREB,OREB,TREB,AS,ST,TO,BL,BA,DU,FR,FA,+/-,VAL
Amar Sylla,BET,20.0,13.27,0.2,3.6,0.1,0.2,25.0,1.3,2.4,52.1,1.0,1.5,65.5,2.1,1.2,3.3,0.3,0.5,0.6,0.4,0.2,0.4,1.9,1.3,-3.0,5.0
Rodions Kurucs,BET,11.0,15.47,0.9,4.8,0.5,1.5,35.3,1.4,2.6,51.7,0.5,0.8,55.6,2.3,1.0,3.3,1.2,0.8,2.4,0.1,0.4,0.3,2.3,1.1,-3.0,3.6
Josh Gray,BET,6.0,22.35,0.5,7.5,0.5,2.3,21.4,2.3,6.2,37.8,1.3,1.7,80.0,1.5,0.5,2.0,3.5,0.5,2.2,0.0,1.2,0.0,2.0,1.0,-5.0,3.2
Pepe Pozas,BET,20.0,13.46,0.2,3.6,0.6,1.9,29.7,0.6,1.2,47.8,0.9,1.2,73.9,0.8,0.4,1.2,2.2,0.6,1.4,0.0,0.2,0.0,1.7,1.6,-1.0,3.8
Txemi Urtasun,BET,3.0,9.45,0.0,2.7,0.7,1.0,66.7,0.3,0.7,50.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.7,0.0,0.0,0.0,0.7,0.0,-2.0,2.0
Zsombor Maronka,BET,6.0,10.21,0.0,3.2,0.8,2.5,33.3,0.2,0.7,25.0,0.3,0.3,100.0,1.2,0.2,1.3,0.2,0.3,0.3,0.2,0.0,0.0,1.0,0.2,-5.0,1.8
Pablo Almazán,BET,19.0,11.12,0.2,1.4,0.3,1.2,21.7,0.2,0.5,44.4,0.2,0.4,57.1,0.8,0.4,1.2,0.3,0.3,0.1,0.0,0.0,0.0,0.8,0.4,-4.0,1.2
Dairis Bertans,BET,23.0,23.2,0.8,7.0,1.9,6.5,28.9,0.3,0.7,41.2,0.8,0.8,94.7,0.7,0.2,1.0,0.7,0.3,0.8,0.0,0.1,0.0,2.9,0.9,-4.0,1.0
Yannick Nzosa,BET,1.0,4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
Luke Fischer,BET,2.0,11.47,0.0,3.0,0.0,1.0,0.0,1.0,3.0,33.3,1.0,1.0,100.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,-17.0,-1.0
Edy Tavares,RMB,20.0,21.47,0.9,11.6,0.0,0.0,0.0,4.7,6.8,69.1,2.2,3.0,73.3,4.0,2.5,6.4,1.3,0.8,1.4,2.4,0.2,1.2,2.3,3.1,7.0,18.7
Dzanan Musa,RMB,23.0,21.09,0.8,15.0,2.1,4.1,51.1,2.5,4.6,54.3,3.7,4.8,77.5,2.3,0.7,2.9,2.2,0.9,1.7,0.2,0.4,0.1,1.5,4.0,10.0,16.3
Guerschon  Yabusele,RMB,17.0,23.31,0.7,10.6,0.9,2.8,34.0,2.6,4.6,55.7,2.6,3.6,72.1,2.7,1.7,4.4,0.9,1.3,1.2,0.4,0.4,0.5,1.5,3.2,3.0,12.8
Gabriel Deck,RMB,18.0,20.46,0.7,8.8,0.4,1.2,38.1,2.8,5.1,56.0,1.8,2.2,82.1,3.1,1.4,4.5,1.6,0.5,1.2,0.1,0.4,0.2,1.3,2.0,7.0,11.2
Vincent Poirier,RMB,23.0,17.38,0.2,7.7,0.1,0.1,66.7,2.8,5.5,50.4,1.9,2.4,80.0,2.4,2.3,4.7,1.0,0.3,1.0,1.0,0.2,1.3,1.9,2.3,6.0,10.6
Mario Hezonja,RMB,21.0,18.53,0.3,8.5,1.2,3.7,33.3,1.8,3.4,52.1,1.2,1.6,78.8,4.0,0.5,4.5,1.3,0.8,1.5,0.2,0.1,0.3,2.1,1.6,4.0,8.8
Sergio Rodríguez,RMB,22.0,15.37,0.2,6.0,1.1,2.7,41.7,1.0,1.9,51.2,0.7,0.8,88.2,1.5,0.2,1.7,3.4,0.4,1.5,0.0,0.1,0.0,1.3,1.2,1.0,7.2
Sergio Llull,RMB,18.0,16.25,0.1,6.5,1.1,3.4,32.3,0.9,2.6,37.0,1.3,1.5,85.2,1.4,0.2,1.7,3.0,0.7,0.9,0.0,0.2,0.0,0.9,1.8,4.0,7.5
Nigel Williams-Goss,RMB,13.0,17.05,0.9,5.5,0.7,1.7,40.9,1.7,3.4,50.0,0.1,0.2,33.3,1.8,0.3,2.2,2.8,0.6,0.9,0.2,0.1,0.0,1.8,0.4,7.0,6.0
Petr Cornelie,RMB,21.0,16.21,0.4,4.8,0.6,2.1,29.5,0.8,1.6,50.0,1.3,1.6,79.4,2.6,0.8,3.4,0.6,0.4,0.6,0.1,0.1,0.3,1.8,1.4,7.0,5.5
Adam Hanga,RMB,11.0,16.22,0.5,6.0,0.7,2.2,33.3,1.4,2.5,53.6,1.1,1.5,70.6,1.7,0.4,2.1,1.7,0.7,1.1,0.2,0.3,0.3,2.1,1.3,6.0,5.5
Rudy Fernández,RMB,6.0,12.14,0.0,7.3,2.0,4.0,50.0,0.7,0.8,80.0,0.0,0.0,0.0,0.8,0.2,1.0,0.7,0.2,1.2,0.2,0.2,0.0,0.8,0.2,2.0,5.2
Fabien Causeur,RMB,20.0,16.39,0.3,6.2,0.9,3.0,30.5,1.4,2.9,47.4,0.8,1.1,68.2,1.4,0.2,1.6,1.1,0.9,1.0,0.1,0.2,0.0,1.7,1.5,3.0,4.5
Alberto Abalde,RMB,15.0,13.35,0.3,4.3,0.5,1.9,24.1,1.1,1.9,58.6,0.6,0.7,90.0,1.6,0.5,2.1,0.8,0.3,1.1,0.0,0.1,0.0,1.2,1.0,1.0,3.8
Hugo González,RMB,3.0,2.05,0.0,2.0,0.0,0.0,0.0,0.3,0.3,100.0,1.3,1.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2.7
Eli John Ndiaye,RMB,13.0,7.37,0.0,1.8,0.2,0.8,18.2,0.5,1.2,46.7,0.3,0.4,80.0,1.5,0.4,1.8,0.3,0.2,0.2,0.4,0.1,0.1,1.2,0.6,0.0,2.3
Ethan Happ,BRE,23.0,23.02,0.8,12.7,0.0,0.0,0.0,5.5,9.4,58.5,1.7,3.0,56.5,5.0,2.9,7.9,2.6,1.7,2.0,0.6,0.4,1.0,2.9,2.8,0.0,17.7
Scott  Bamforth,BRE,22.0,26.55,1.0,12.6,2.0,5.2,39.1,2.5,5.1,49.1,1.5,2.0,74.4,1.8,0.6,2.5,1.9,0.7,1.3,0.0,0.3,0.0,2.2,2.6,1.0,10.1
Toni  Nakic,BRE,22.0,24.28,0.7,8.8,1.7,4.0,42.5,1.2,2.3,52.9,1.3,1.7,78.4,2.4,0.6,3.0,1.5,0.8,0.9,0.2,0.2,0.0,2.0,1.7,1.0,9.2
Nemanja Nenadic,BRE,23.0,19.43,0.1,8.5,0.5,2.9,17.9,2.6,4.7,55.1,1.8,2.5,73.7,2.9,1.3,4.2,1.7,0.4,1.0,0.0,0.4,0.1,1.9,2.8,-2.0,9.1
Sergi García,BRE,22.0,19.1,0.0,6.9,1.2,3.6,32.9,1.1,2.1,52.2,1.1,1.6,71.4,2.1,0.6,2.7,2.2,1.0,1.2,0.1,0.1,0.1,1.1,2.0,0.0,8.5
Marko Lukovic,BRE,19.0,19.52,0.4,7.1,0.7,2.5,27.1,1.9,4.8,39.6,1.2,2.3,52.3,2.6,1.1,3.7,1.2,0.5,0.9,0.1,0.4,0.1,1.3,2.4,-1.0,6.3
Justus Hollatz,BRE,23.0,22.22,1.0,6.6,0.5,2.2,21.6,2.0,3.9,52.2,1.1,1.4,78.1,1.7,0.3,2.0,3.3,1.0,1.8,0.3,0.3,0.4,2.6,1.3,0.0,6.0
Víctor Arteaga,BRE,21.0,9.55,0.0,5.2,0.0,0.0,0.0,2.4,3.4,69.4,0.5,0.7,66.7,1.2,1.0,2.2,0.2,0.1,0.6,0.5,0.0,0.5,1.5,0.9,0.0,5.8
Stefan  Momirov,BRE,23.0,20.45,1.0,5.7,1.4,3.9,36.7,0.5,1.1,44.0,0.4,0.7,66.7,1.6,0.8,2.4,0.7,0.6,0.5,0.0,0.1,0.0,1.5,0.7,0.0,4.7
Sergi Quintela,BRE,16.0,16.46,0.0,5.5,0.4,1.3,35.0,1.3,3.2,41.2,1.6,2.0,78.1,1.6,0.2,1.8,1.1,0.8,1.2,0.0,0.3,0.0,2.4,2.1,0.0,4.3
Luka  Brajkovic,BRE,22.0,9.08,0.1,3.7,0.0,0.5,9.1,1.5,2.4,63.5,0.5,0.8,70.6,0.8,0.9,1.6,0.3,0.3,0.5,0.4,0.1,0.3,1.7,1.0,-2.0,3.5
Erik Quintela,BRE,9.0,6.45,0.0,0.8,0.1,0.7,16.7,0.2,1.0,22.2,0.0,0.2,0.0,0.9,0.1,1.0,0.8,0.7,0.8,0.0,0.0,0.0,1.7,0.2,-2.0,-0.6
Jonathan Kasibabu,BRE,5.0,6.02,0.0,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.4,50.0,0.8,0.4,1.2,0.2,0.2,0.6,0.2,0.2,0.0,1.4,1.0,-1.0,-0.2
Ludde Hakanson,SBB,21.0,25.42,0.9,12.8,1.6,4.4,36.6,2.6,5.5,47.0,2.8,3.1,90.8,2.1,0.3,2.4,4.7,1.0,1.7,0.0,0.4,0.0,1.9,3.2,-1.0,14.1
Jeff Withey,SBB,20.0,20.0,0.9,9.1,0.4,0.8,46.7,2.9,6.2,46.3,2.3,2.9,79.3,4.4,2.5,6.8,1.2,0.7,1.5,1.3,0.6,0.8,2.6,2.5,4.0,12.5
Adam Smith,SBB,23.0,26.5,0.9,13.3,2.1,5.3,39.3,2.8,6.4,43.9,1.4,1.7,84.6,1.7,0.4,2.1,3.0,1.0,1.7,0.0,0.8,0.0,2.1,2.2,0.0,10.0
Michale Kyser,SBB,23.0,19.37,0.2,7.6,0.2,0.6,28.6,3.0,5.5,54.8,1.1,1.5,73.5,2.0,1.5,3.5,0.9,0.2,1.0,1.3,0.1,1.1,1.8,1.7,-6.0,9.0
Emir Sulejmanovic,SBB,23.0,20.23,0.5,7.1,0.6,2.0,29.8,2.3,3.9,58.4,0.7,1.3,58.6,3.7,1.8,5.5,1.0,0.8,1.5,0.2,0.2,0.4,2.7,1.6,-3.0,8.3
Denzel Andersson,SBB,21.0,17.48,0.5,5.1,0.8,2.8,27.1,0.6,0.8,76.5,1.6,2.3,70.8,2.5,0.6,3.1,0.6,0.5,0.4,0.4,0.2,0.2,1.3,1.8,0.0,6.8
Álex Reyes,SBB,23.0,18.29,0.0,6.4,1.0,2.9,34.3,1.2,2.5,48.3,1.0,1.1,88.5,2.3,0.8,3.1,0.6,0.6,0.9,0.0,0.1,0.2,1.4,1.0,-1.0,6.0
Georgios   Tsalmpouris,SBB,3.0,17.12,0.0,5.7,0.7,2.7,25.0,1.3,2.3,57.1,1.0,1.0,100.0,2.0,0.7,2.7,0.7,1.7,1.0,0.3,0.0,0.0,3.0,1.7,0.0,5.7
Francis Alonso,SBB,23.0,15.39,0.1,6.3,0.7,2.2,29.4,1.2,2.7,45.9,1.9,2.3,83.0,0.9,0.6,1.5,0.7,0.7,1.4,0.0,0.2,0.0,1.9,3.0,-4.0,5.4
Xavi Rabaseda,SBB,23.0,20.44,1.0,4.8,0.4,1.5,28.6,1.3,2.8,48.4,0.8,1.4,54.5,2.2,0.9,3.0,1.0,1.2,1.0,0.3,0.2,0.5,2.4,1.1,-1.0,4.6
Nikola Radicevic,SBB,17.0,15.07,0.2,4.9,0.7,2.4,30.0,1.0,2.2,44.7,0.8,1.3,63.6,1.2,0.2,1.4,2.5,0.5,1.4,0.0,0.1,0.0,1.8,1.8,-1.0,4.4
Ignacio Rosa,SBB,15.0,5.46,0.1,1.7,0.3,1.1,31.3,0.3,0.8,33.3,0.1,0.1,100.0,0.6,0.5,1.1,0.1,0.1,0.1,0.1,0.2,0.0,0.5,0.2,0.0,1.2
Agustín  Ubal,SBB,18.0,4.57,0.0,1.6,0.1,0.6,10.0,0.5,1.4,34.6,0.4,0.8,46.7,0.3,0.2,0.5,0.3,0.1,0.3,0.3,0.1,0.0,0.8,0.8,0.0,0.4
Unai Barandalla,SBB,2.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
Travis Trice,UCM,23.0,22.21,0.5,13.0,2.0,5.5,36.5,2.2,5.1,43.2,2.5,3.0,85.3,1.9,0.4,2.3,3.1,0.9,1.4,0.0,0.2,0.0,1.4,4.0,-1.0,13.4
Nemanja Radovic,UCM,22.0,22.11,0.5,10.5,0.3,0.9,36.8,4.0,7.7,52.4,1.5,1.9,80.5,3.1,2.5,5.6,0.8,0.7,1.0,0.1,0.4,0.0,1.4,1.7,0.0,12.1
James Anderson,UCM,18.0,22.19,0.9,9.2,1.6,4.4,36.7,1.7,3.9,42.9,1.1,1.4,76.0,3.3,1.1,4.3,1.8,0.8,1.1,0.4,0.2,0.0,1.5,1.6,-5.0,10.0
Thad McFadden,UCM,23.0,20.38,0.6,12.8,2.9,7.4,38.6,1.1,2.3,46.3,2.0,2.6,78.0,1.3,0.3,1.6,2.4,0.7,1.7,0.1,0.3,0.0,1.7,1.7,0.0,9.2
Artem Pustovyi,UCM,23.0,16.2,0.8,7.0,0.0,0.1,0.0,3.0,6.0,49.3,1.1,1.7,62.5,2.9,1.4,4.3,0.4,0.5,1.3,1.1,0.2,0.7,2.4,2.0,0.0,7.5
Ilimane Diop,UCM,23.0,13.51,0.2,6.6,0.6,1.7,33.3,1.4,3.0,47.8,2.0,2.4,83.6,1.9,1.4,3.3,0.3,0.3,1.0,0.4,0.2,0.3,2.9,2.5,-2.0,6.1
Sadiel Rojas,UCM,21.0,17.11,0.3,3.2,0.3,1.2,28.0,0.7,1.7,41.7,0.8,1.2,65.4,3.0,1.3,4.4,0.6,1.0,1.1,0.1,0.2,0.0,1.9,1.3,-1.0,5.0
Niels Giffey,UCM,4.0,20.38,0.3,5.0,0.0,1.5,0.0,2.0,3.5,57.1,1.0,1.0,100.0,1.5,1.5,3.0,1.0,1.3,0.5,0.3,0.0,0.3,3.0,0.5,0.0,4.5
Jordan Davis,UCM,15.0,19.32,0.7,7.9,0.1,1.1,6.3,3.3,8.1,40.5,1.1,1.7,65.4,1.2,0.5,1.7,1.9,0.7,1.2,0.1,0.7,0.0,2.6,2.3,-4.0,3.7
Tomás Bellas,UCM,23.0,19.29,0.5,3.0,0.4,2.2,20.0,0.6,0.9,61.9,0.6,0.8,77.8,1.4,0.3,1.7,2.3,0.7,0.9,0.0,0.0,0.0,2.7,1.8,-2.0,3.6
Jordan Sakho,UCM,21.0,9.09,0.0,3.1,0.0,0.0,0.0,1.2,2.1,56.8,0.7,1.1,65.2,1.4,1.0,2.5,0.1,0.3,0.8,0.3,0.1,0.3,2.3,1.0,-2.0,2.9
Ryan Luther,UCM,18.0,16.0,0.4,3.6,0.6,2.5,22.2,0.7,1.6,42.9,0.6,0.7,76.9,2.1,1.3,3.4,0.6,0.3,0.6,0.2,0.2,0.2,2.2,0.8,-5.0,2.9
David Jelínek,UCM,22.0,13.42,0.1,5.0,0.8,3.0,27.7,0.7,1.7,42.1,1.0,1.3,82.1,1.2,0.0,1.2,0.8,0.3,0.4,0.0,0.1,0.0,1.6,1.0,-1.0,2.8
Villiam García,UCM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rati Andronikashvili,UCM,3.0,4.0,0.0,0.7,0.0,0.3,0.0,0.3,1.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.3,0.0,0.3,0.0,1.3,0.0,-4.0,-1.0
Urban Klavzar,UCM,6.0,7.5,0.0,2.2,0.2,1.0,16.7,0.3,1.5,22.2,1.0,1.3,75.0,0.3,0.0,0.3,0.3,0.0,0.5,0.2,0.5,0.0,0.8,1.0,-3.0,-0.2
Kendrick Perry,UNI,23.0,20.57,0.4,11.2,1.0,4.0,24.2,2.7,4.5,60.2,2.9,3.7,77.9,1.9,0.2,2.1,3.5,1.2,1.0,0.1,0.4,0.2,2.8,3.7,4.0,11.9
Dylan Osetkowski,UNI,23.0,19.34,0.2,9.7,1.3,3.9,32.6,2.0,3.5,55.6,2.0,2.5,81.0,2.9,1.0,3.8,0.7,1.0,1.3,0.2,0.1,0.4,2.4,2.5,5.0,9.5
Nihad Djedovic,UNI,19.0,20.26,0.7,9.2,1.2,3.1,37.3,2.2,3.7,58.6,1.4,1.9,75.0,2.4,0.7,3.2,1.4,0.9,1.2,0.2,0.3,0.0,1.4,1.3,5.0,9.4
Darío Brizuela,UNI,19.0,15.52,0.1,10.2,0.9,3.1,31.0,2.9,4.6,63.6,1.4,1.8,79.4,1.2,0.3,1.5,2.1,0.7,1.3,0.0,0.1,0.1,2.0,1.9,4.0,8.8
Alberto Díaz,UNI,23.0,19.58,0.6,5.0,0.8,3.0,27.9,0.8,1.7,47.4,1.0,1.2,81.5,1.6,0.5,2.0,3.6,1.0,1.0,0.0,0.1,0.0,2.0,3.2,2.0,8.5
David Kravish,UNI,23.0,18.14,0.7,7.5,0.3,0.8,36.8,3.0,5.3,56.2,0.7,1.2,53.6,3.1,1.6,4.7,1.0,1.0,1.1,0.5,0.3,0.5,2.5,1.0,4.0,8.3
Tyson Carter,UNI,22.0,18.59,0.5,10.3,1.6,4.3,37.2,2.2,4.2,53.3,1.0,1.2,85.2,1.0,0.2,1.2,1.8,0.7,1.0,0.1,0.5,0.4,1.4,1.5,4.0,8.0
Will Thomas,UNI,23.0,15.4,0.5,5.4,0.5,1.2,39.3,1.7,2.1,81.6,0.5,0.7,75.0,1.8,1.0,2.8,0.8,0.2,0.6,0.0,0.0,0.2,0.9,1.1,1.0,7.5
Yankuba Sima,UNI,8.0,14.38,0.1,4.8,0.0,0.1,0.0,2.0,3.3,61.5,0.8,2.0,37.5,2.6,0.9,3.5,1.3,0.6,0.6,0.6,0.1,0.8,2.0,2.1,0.0,7.5
Augusto Lima,UNI,13.0,15.54,0.5,4.2,0.1,0.2,50.0,1.6,3.2,51.2,0.8,1.6,47.6,2.2,1.9,4.1,1.7,0.4,0.9,0.6,0.1,0.3,2.4,1.9,1.0,7.1
Tyler Kalinoski,UNI,22.0,19.39,0.5,8.5,2.1,4.8,43.8,0.9,2.1,42.6,0.4,0.6,61.5,1.5,1.1,2.6,1.4,0.8,1.2,0.1,0.1,0.0,2.3,0.7,3.0,6.3
Melvin Ejim,UNI,23.0,14.09,0.3,5.7,0.3,1.0,36.4,1.9,3.2,58.9,0.9,1.2,74.1,2.3,0.7,3.0,0.7,0.7,0.9,0.3,0.1,0.1,2.0,1.2,4.0,6.3
Jonathan Barreiro,UNI,20.0,13.43,0.4,4.1,0.5,1.2,41.7,0.9,1.7,52.9,0.8,1.3,61.5,2.1,0.5,2.6,0.5,0.4,0.5,0.1,0.1,0.0,1.3,1.1,2.0,4.9
Mario Saint-Supery,UNI,4.0,3.26,0.0,1.3,0.0,0.8,0.0,0.3,0.5,50.0,0.8,1.0,75.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Ruben Vicente,UNI,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Jasiel Rivero,VBC,15.0,20.3,0.2,14.1,0.7,1.1,62.5,4.5,6.3,71.6,3.0,4.9,60.8,2.4,2.0,4.4,0.8,0.7,0.8,0.7,0.1,0.3,2.2,4.2,4.0,17.7
Chris Jones,VBC,22.0,22.13,0.8,12.1,1.2,2.9,42.9,3.3,6.3,52.9,1.8,2.0,86.7,1.6,0.3,1.9,4.8,0.9,2.0,0.0,0.3,0.0,1.5,2.2,4.0,13.3
Bojan Dubljevic,VBC,21.0,21.2,0.9,9.6,1.3,3.6,37.3,1.8,3.5,51.4,2.0,2.4,84.0,4.2,2.0,6.2,1.4,0.7,1.6,0.3,0.5,0.0,1.7,2.8,1.0,12.9
James Webb III,VBC,15.0,19.34,0.7,10.3,1.9,4.7,40.8,1.9,2.7,68.3,0.7,0.9,78.6,4.1,1.3,5.4,0.3,0.8,0.9,0.4,0.2,0.4,2.0,1.4,3.0,11.6
Xabi López-Arostegui,VBC,22.0,20.17,0.3,8.9,1.0,2.6,36.8,2.2,4.0,55.2,1.7,1.9,88.1,2.7,0.8,3.5,1.3,1.5,1.3,0.1,0.2,0.0,2.0,2.6,0.0,11.0
Jared Harper,VBC,13.0,15.11,0.1,8.6,1.4,3.5,40.0,0.8,2.4,32.3,2.9,3.3,88.4,0.5,0.1,0.5,2.4,0.5,1.6,0.1,0.2,0.0,2.0,2.9,-2.0,7.2
Sam Van Rossom,VBC,6.0,16.39,0.3,7.8,1.5,3.7,40.9,0.8,1.7,50.0,1.7,1.8,90.9,1.0,0.0,1.0,1.8,0.3,1.0,0.0,0.3,0.0,1.2,1.5,-4.0,6.8
Jaime Pradilla,VBC,20.0,16.2,0.4,5.7,0.5,1.1,45.5,1.8,3.7,47.9,0.7,0.9,77.8,1.4,1.3,2.7,1.1,0.8,0.7,0.1,0.5,0.2,1.3,1.2,0.0,6.4
Klemen Prepelic,VBC,21.0,16.16,0.2,6.2,0.9,3.9,22.0,0.8,1.7,48.6,2.0,2.6,76.4,1.0,0.2,1.2,2.9,0.3,1.6,0.0,0.2,0.0,1.3,2.8,0.0,5.8
Kyle Alexander,VBC,19.0,14.49,0.2,5.4,0.1,0.5,11.1,2.2,3.1,69.5,0.9,1.5,64.3,1.8,1.1,2.8,0.4,0.3,0.9,0.5,0.2,1.0,2.2,1.3,-1.0,5.6
Martin Hermannsson,VBC,2.0,13.14,0.0,2.5,0.5,1.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,2.5,1.5,1.0,0.0,0.0,0.0,0.5,1.0,-2.0,5.5
Jonah Radebaugh,VBC,23.0,18.49,0.7,6.3,1.0,2.9,32.8,1.3,2.7,49.2,0.9,1.0,87.0,1.3,0.3,1.5,1.3,0.8,0.8,0.1,0.3,0.0,2.0,0.9,0.0,4.5
Shannon Evans,VBC,7.0,17.02,0.0,5.0,0.6,1.6,36.4,1.0,2.7,36.8,1.3,1.7,75.0,1.1,0.0,1.1,2.7,0.9,2.3,0.1,0.0,0.1,1.3,1.1,-6.0,4.3
Josep Puerto,VBC,22.0,16.5,0.7,5.6,0.9,2.5,35.7,1.1,1.7,67.6,0.6,0.8,76.5,1.5,0.6,2.1,0.4,0.4,0.6,0.0,0.1,0.1,1.9,1.0,0.0,4.5
Víctor Claver,VBC,20.0,18.01,0.4,3.5,0.7,1.8,36.1,0.7,1.7,39.4,0.3,0.3,83.3,2.1,0.5,2.6,0.8,0.6,0.8,0.4,0.1,0.1,1.5,0.8,-1.0,4.0
Guillem Ferrando,VBC,8.0,12.54,0.3,3.9,1.1,2.5,45.0,0.1,0.1,100.0,0.3,0.4,66.7,0.4,0.4,0.8,1.9,0.5,1.4,0.0,0.0,0.0,2.6,0.4,3.0,1.9
Millán Jiménez,VBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio De Larrea ,VBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo Bressan,VBC,1.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-2.0
Lucas Marí,VBC,3.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1.0
